0.01 0.16 0.37 0.28 0.12 0.04 0.01 	-0.1592 0.57726 0.11108 -0.004894 0.9289 -0.074486 -0.41857 0.23058 -0.60341 -0.14527 -0.23377 -0.38863 -0.35869 -0.53308 -0.33582 0.15434 0.44985 -0.94527 -1.3602 -0.43403 -0.25853 -0.17564 -0.23619 -0.081304 0.68566 -1.6123 0.32719 0.46708 0.65528 -0.4071 3.3234 -0.14992 0.11208 -0.4311 0.45804 -0.953 -0.15998 0.14427 0.027526 -0.24761 0.073804 -0.16347 0.19901 0.30233 -0.40974 -0.30176 1.0091 0.087863 0.46937 8.3356e-05 
0.01 0.1 0.31 0.34 0.18 0.06 0.01 	-0.96256 0.65329 -0.55152 -0.41065 0.80223 0.9833 -0.96007 -1.029 -0.47013 -0.6812 0.071232 -0.25591 0.60577 0.29845 -0.1837 -0.26064 -0.038707 0.11412 -0.72028 -1.2694 -0.73858 0.3357 0.44293 0.02566 -0.97692 -1.6867 -0.88665 0.75824 0.18836 -0.6932 2.6144 0.11718 -0.45564 -0.42953 -0.052095 0.11656 -0.66685 -0.86056 -0.093886 -0.74592 -0.062858 0.54547 0.28987 -0.26887 0.71881 -0.074307 -0.18512 -1.2621 -0.3246 -0.56563 
0.01 0.1 0.23 0.29 0.24 0.11 0.02 	0.48251 0.87746 -0.23455 0.0262 0.79691 0.43102 -0.60902 -0.60764 -0.42812 -0.012523 -1.2894 0.52656 -0.82763 0.30689 1.1972 -0.47674 -0.46885 -0.19524 -0.28403 0.35237 0.45536 0.76853 0.0062157 0.55421 1.0006 -1.3973 -1.6894 0.30003 0.60678 -0.46044 2.5961 -1.2178 0.28747 -0.46175 -0.25943 0.38209 -0.28312 -0.47642 -0.059444 -0.59202 0.25613 0.21306 -0.016129 -0.29873 -0.19468 0.53611 0.75459 -0.4112 0.23625 0.26451 
0.0 0.05 0.26 0.35 0.24 0.09 0.01 	-0.79431 0.59299 -0.31143 -0.35942 -0.24215 0.55007 -1.3134 0.034111 0.34875 1.7234 0.70797 0.61513 -0.46275 0.73107 0.93694 -0.67542 0.32331 -0.61677 -0.34743 -0.24339 -0.070865 0.38931 1.0161 0.21721 0.43778 0.14218 -2.1044 0.10197 0.13828 -0.759 3.1202 -1.3181 0.30527 0.52625 -0.057076 -0.26051 1.3767 -1.0968 -0.55682 -1.2273 0.0099695 -0.79864 -1.1103 -1.7776 -0.17676 -0.096161 0.048674 -1.184 -0.82708 0.3329 
0.01 0.06 0.25 0.36 0.23 0.09 0.01 	-0.49284 0.3731 0.15565 0.70044 0.77405 -0.48151 -1.2244 -0.02163 0.63856 -0.49535 0.35081 -0.29986 -0.89631 0.17606 -0.49078 -0.36775 1.0308 0.12271 -1.7308 -0.61148 -0.3035 -0.19532 0.17095 -0.6249 -0.030165 -1.0511 0.19154 -0.16093 0.35696 -0.4017 2.9194 0.046222 -0.40594 -1.0688 0.13752 0.60408 -0.22031 1.2583 0.54187 0.74807 0.01358 -0.10952 -0.78435 0.69711 -0.39348 -0.184 0.65022 0.1018 -0.77246 -0.026201 
0.01 0.05 0.2 0.35 0.26 0.12 0.02 	0.028525 -0.089037 0.59385 0.26766 0.3484 -0.52279 -0.77966 0.63272 -0.35776 -0.29346 -0.37228 -0.90546 -1.3896 0.1957 0.27878 0.21121 0.49406 -1.3978 -0.82944 -0.76213 0.15322 -0.043552 -0.13844 -0.27046 0.47309 -1.2555 0.88167 0.15154 -0.070401 0.30687 3.0015 1.3756 -0.56287 0.16464 -0.13403 -0.88376 -0.30049 0.80071 -0.29416 -0.60832 -0.4184 -0.20138 -0.042026 -0.56895 0.17906 0.4256 0.398 0.45022 0.61056 -0.439 
0.0 0.06 0.3 0.33 0.19 0.1 0.02 	0.7196 0.71446 -0.51931 -0.7443 -0.06024 0.54708 -0.54618 -0.99133 0.73429 0.18832 0.32969 -0.27397 0.28741 -0.09161 0.32494 -0.017665 -0.13707 -0.17801 -0.24557 0.11867 0.34275 0.3795 0.42772 -0.26742 0.37385 -1.2254 -0.77036 -0.70446 -1.175 0.14247 3.0784 -0.39591 -0.30366 -1.7702 -0.0043639 -0.46792 -0.08895 0.89358 0.88059 0.22266 -0.53512 -0.49875 0.61852 0.69546 0.39189 0.053596 0.81017 0.87904 -0.37766 0.46718 
0.0 0.04 0.16 0.34 0.31 0.12 0.01 	0.79771 0.08909 0.17723 -0.58506 0.5871 -0.70193 -0.78631 1.1763 -0.25696 -0.66243 0.058106 0.19201 -0.04884 -0.27393 0.95819 1.0356 0.14449 -0.30604 0.044193 -0.22721 0.027355 0.55869 0.12778 0.46579 -0.017689 -1.6922 0.44348 0.19524 0.41076 -0.18317 2.795 0.75718 -0.88726 -0.14753 0.049552 0.093066 0.26452 -0.29798 0.28468 -0.47097 -0.23936 0.019627 0.26852 0.064596 -0.031655 0.029885 -0.32127 -0.14418 -0.15139 -0.10266 
0.01 0.1 0.25 0.27 0.19 0.12 0.05 	0.0062958 0.47249 -0.073297 -0.0060334 0.36752 -0.22067 0.47872 -0.33874 0.091716 0.09293 0.40365 0.030591 0.29251 0.30817 -0.78066 0.32136 -0.69529 0.27155 -1.5156 -1.7707 0.35877 -0.11012 0.40589 -0.7165 -0.066692 -1.0795 -0.67795 1.0202 1.0186 0.29357 3.059 -0.023482 -0.10365 -0.82797 0.28177 -0.16825 0.20761 -0.085368 -0.46009 0.057375 0.33407 0.23124 0.054707 -0.34894 0.075528 0.53281 0.22283 -0.95259 -0.028099 -0.054563 
0.0 0.04 0.21 0.32 0.22 0.13 0.07 	-0.44985 0.9753 0.060652 -0.52167 0.21474 0.22707 0.32048 -0.39401 -0.59218 -0.51051 0.011236 0.4134 -0.10618 0.00027075 -0.36026 -0.93268 -0.33201 1.3583 -0.78444 -0.6583 -0.15139 -0.41188 -0.33708 1.0312 -0.37436 -1.5752 -0.40584 -0.93149 -0.042781 0.42808 2.683 0.50074 -0.011333 -0.26183 1.3035 -0.24112 0.1019 0.021318 -0.46485 -0.20078 -0.087686 -0.73843 1.0131 0.86138 -0.25185 0.18836 0.22369 -0.65416 0.2632 0.61969 
0.0 0.02 0.08 0.16 0.26 0.33 0.14 	-0.41753 -0.77215 -0.77358 0.10329 1.0391 0.14551 0.52221 1.0225 0.054505 -0.22843 -0.45173 0.47498 -0.49818 -0.24674 1.2705 -0.1224 -0.13576 -1.3487 0.1996 -0.85554 0.55979 0.66522 -0.035259 0.2075 -0.49616 -2.551 0.19407 -0.16332 -1.1196 -0.5801 1.4963 -1.6072 -0.5757 -1.139 0.46445 -0.92836 1.0848 -0.16223 0.48931 -0.13666 -0.19366 1.6199 0.34303 0.016869 -0.65361 -0.0016779 -0.5334 -0.60813 0.25397 0.96259 
0.0 0.05 0.21 0.32 0.26 0.14 0.03 	0.62927 -0.25571 0.61511 -0.12424 -0.22326 -0.019988 -0.34137 0.24082 0.4302 0.041931 0.37339 0.29905 0.40684 0.22854 0.17312 0.99225 0.27498 -0.59348 0.70155 -1.0919 0.48748 -0.11429 -0.092301 0.090279 -0.23487 -1.4832 0.59826 -0.62279 0.42451 -0.30003 3.3834 0.38444 -1.3503 -0.48332 0.13195 -0.043618 0.36227 -0.13322 -0.49329 -0.078824 0.04191 0.083937 0.62471 0.63043 -0.26146 -0.34237 -0.10871 0.1334 -0.4195 -0.12049 
0.01 0.05 0.18 0.3 0.26 0.16 0.03 	0.30824 0.17223 -0.23339 0.023105 0.28522 0.23076 -0.41048 -1.0035 -0.2072 1.4327 -0.80684 0.68954 -0.43648 1.1069 1.6107 -0.31966 0.47744 0.79395 -0.84374 0.064509 0.90251 0.78609 0.29699 0.76057 0.433 -1.5032 -1.6423 0.30256 0.30771 -0.87057 2.4782 -0.025852 0.5013 -0.38593 -0.15633 0.45522 0.04901 -0.42599 -0.86402 -1.3076 -0.29576 1.209 -0.3127 -0.72462 -0.80801 0.082667 0.26738 -0.98177 -0.32147 0.99823 
0.0 0.06 0.26 0.36 0.23 0.07 0.01 	0.78935 -0.11272 -0.052922 -0.37728 -0.3212 -0.24716 -0.75656 0.41476 -0.035821 -0.27687 -0.32666 -0.31582 -0.32013 0.3639 0.90324 0.46102 -0.26195 -0.29532 -0.048615 -0.497 1.1649 -0.035464 0.51134 -0.085935 0.034789 -0.96857 0.45049 -0.34168 0.646 -0.36148 3.1212 0.75506 -1.3614 -0.47715 0.0074122 -0.051868 -0.0102 0.18619 -0.12723 -0.0018361 -0.87228 -0.60748 0.033482 -0.049084 0.20359 0.043393 0.65307 0.27783 -0.70599 0.13716 
0.01 0.05 0.24 0.36 0.23 0.09 0.01 	0.45605 0.90237 -1.5134 -0.26336 0.18158 -0.48726 -0.40357 0.71711 -0.24333 -1.6795 0.39544 0.78736 0.47365 -0.44532 -0.80121 0.19438 -0.48754 0.29726 -1.4872 -0.15224 1.3497 0.34947 -0.45022 -0.63954 -0.90507 -1.584 -1.4598 -0.62959 -0.99685 0.75989 2.2349 0.032279 -0.13264 0.26226 0.8437 0.38261 0.55965 0.031479 -0.21964 -0.51806 0.87635 -0.34091 0.31116 0.017494 -0.12176 0.10385 -1.0893 -0.82188 0.12799 -0.81195 
0.02 0.19 0.39 0.28 0.1 0.03 0.0 	1.3168 0.33647 0.23596 0.94903 -0.3139 0.49869 -0.58349 -0.1452 0.57425 -0.15348 0.72546 -0.61848 0.90902 -1.0721 0.35988 0.77143 0.12515 2.0356 -0.39094 -0.79246 0.29156 -1.5465 -0.35781 -0.44229 -0.11487 -1.1789 0.45206 0.63869 0.81848 -0.13149 2.5388 -1.2112 -0.41811 -0.42627 0.28182 -0.058503 -0.099531 0.84381 1.0907 0.35249 -0.19847 -1.1355 0.26628 -0.55266 1.5585 1.0816 -0.37911 -0.064558 -0.72599 0.1685 
0.01 0.12 0.32 0.3 0.18 0.06 0.01 	0.021706 -0.031553 1.2017 -0.33133 -0.43952 -0.091586 -0.94755 -0.4564 0.59854 0.5455 -0.87627 -0.51095 -0.88343 -0.31626 -0.51718 -0.044612 0.3896 0.36602 -0.13686 -0.65133 0.078033 -0.2325 -1.1512 0.2373 0.27838 -1.513 0.48321 -0.10623 1.1215 -0.45096 2.9153 0.18543 -0.85901 0.33001 0.5974 0.11189 -0.099407 -0.15986 -0.17952 -0.097396 -0.10677 0.16816 -0.72836 -0.16249 -0.23042 0.18382 0.74292 -0.63151 0.12095 -0.11623 
0.01 0.04 0.23 0.36 0.24 0.1 0.01 	0.40019 0.34448 -0.060733 -0.083653 -0.038213 0.058863 -0.31664 -0.73854 0.46441 0.059994 -0.17279 -0.1214 -0.77816 0.066952 -0.30204 0.18025 0.074409 -0.019143 0.45071 -0.51972 0.58764 0.29003 -0.096577 0.067378 0.22441 -1.2096 -0.44952 -0.28543 0.071579 0.29353 3.2147 0.84086 -0.26747 -1.2786 -0.40695 -0.13218 -0.9493 0.36004 -0.48767 -0.42146 -0.31977 -0.36053 -0.018259 -0.19137 0.39823 0.25995 0.53118 0.64658 -0.14421 0.45177 
0.06 0.26 0.32 0.22 0.1 0.03 0.0 	0.94971 0.34328 0.84504 -0.88519 -0.72078 -0.29309 -0.74678 0.65122 0.47295 -0.74011 0.1877 -0.38279 -0.55899 0.42952 -0.26984 -0.42383 -0.31236 1.3423 -0.78567 -0.6302 0.91819 0.21126 -0.57442 1.4549 0.75456 -1.6165 -0.0085015 0.0029134 0.51304 -0.47447 2.5306 0.85944 -0.30667 0.057765 0.66231 0.20804 0.64237 -0.5246 -0.053416 1.1404 -0.13703 -0.18361 0.45459 -0.50963 -0.025539 -0.02861 0.18048 -0.4483 0.40525 -0.36821 
0.01 0.06 0.28 0.38 0.21 0.06 0.01 	-0.28926 -0.10872 0.28965 -0.50882 0.14339 0.14344 -0.92043 0.6799 -0.26203 -0.033973 0.14297 -0.29559 -0.61741 0.072287 1.0249 -0.42113 -0.27943 -0.56645 -1.2646 0.10554 -0.24364 -0.13943 0.86044 -0.0029086 -0.074203 -1.5642 0.83914 0.091916 -0.22286 -0.34649 2.6251 0.62015 0.045361 -0.00013522 0.09419 0.10272 0.63263 1.1143 -0.044735 -0.31193 -0.011692 0.32663 -0.15136 0.020964 -0.66232 -0.072233 -0.10972 -0.31648 -0.094748 -0.39288 
0.0 0.03 0.23 0.44 0.24 0.06 0.0 	-0.020843 0.1869 0.30205 -0.35907 1.1413 -0.6611 -0.25032 -0.05238 0.31642 -0.91659 -1.0451 -1.0255 -0.2805 1.3164 -0.18206 0.018831 -0.19055 -0.43352 -0.3004 -1.5915 0.72232 0.084974 -0.60746 -0.58831 -0.21036 -0.87684 -0.17051 1.2339 0.044178 -0.60595 2.7177 -0.34931 0.12123 -0.29047 -0.37738 0.46879 0.882 0.71832 0.93529 -0.073854 -0.48241 0.0044345 -0.20666 0.71507 -0.20381 0.39739 0.38149 -1.7077 0.017426 -0.28213 
0.0 0.04 0.22 0.35 0.24 0.12 0.03 	0.63029 0.09918 0.9238 -0.52885 0.35446 0.32279 -0.035313 -0.24676 0.68796 -0.24102 -0.07018 0.36902 0.095202 0.3229 0.079358 0.099658 -0.062016 0.24993 -0.23624 -0.8094 0.45269 -0.18217 0.61851 -0.23386 -0.058691 -1.6322 -0.17392 -0.20701 0.95159 -0.59529 2.7269 0.80523 -0.88285 -0.1779 0.46342 0.57662 0.5537 -0.34729 -0.75312 0.38227 0.091427 -0.077859 0.58321 0.27104 0.24117 -0.19264 -0.3073 0.39452 -0.061815 -0.22331 
0.0 0.05 0.25 0.38 0.23 0.08 0.01 	-1.5212 1.8304 -0.45667 0.77267 0.68046 0.11282 0.31336 0.59406 0.45404 -1.1012 0.63337 -0.21029 -0.58425 -0.50081 0.79064 -0.79371 0.77779 0.14099 -2.0727 -0.82423 0.032856 -0.20963 0.21048 -1.2114 0.53829 -1.4757 -0.84006 -0.8056 -0.94252 -0.41873 1.3316 0.85334 -0.85613 -0.43594 -0.18191 0.15246 0.55902 1.4146 -0.67199 -0.77316 0.24876 -0.73042 0.45753 -0.56567 -0.22089 -0.54272 -0.037647 -0.49371 -0.14572 -0.92405 
0.01 0.05 0.24 0.35 0.25 0.09 0.01 	-0.2282 0.15094 -0.070246 -0.21975 0.63315 0.42408 -0.065503 0.21501 -0.10495 0.86945 0.2626 0.37187 0.35538 0.83997 -0.81681 -0.27282 -0.89898 0.06884 0.54703 -0.59066 -0.26353 1.3512 0.22201 0.29282 1.1614 -1.5181 -0.57091 0.51786 -0.13154 -0.40015 3.1607 -0.11715 0.59288 -0.37015 -0.45538 -0.26403 0.042035 -0.84306 -0.61838 -0.53065 0.94769 0.94644 -1.18 -0.34242 -0.13956 0.29815 0.12897 -0.18322 -1.0032 0.58196 
0.01 0.06 0.14 0.18 0.17 0.24 0.2 	0.062712 -0.0039197 0.23992 0.21172 0.50445 -1.1353 -0.47891 -0.02404 0.55087 -0.41929 -0.13965 0.1077 -0.1476 0.63408 1.0574 0.35272 0.024135 -0.054576 -0.59113 -0.86496 0.29074 0.60829 0.23558 0.47937 0.398 -1.4642 -0.73413 0.16785 0.3085 -0.83721 2.3876 0.81403 -0.10647 -0.61377 -0.61824 0.21245 0.26781 -0.47959 -0.43121 -0.34153 -0.059966 0.49828 0.15716 0.22026 0.41808 0.022931 -0.0023 -0.58393 -0.32018 0.39699 
0.0 0.06 0.26 0.36 0.22 0.08 0.01 	0.52941 0.43847 -0.071121 -0.19902 0.50043 0.43515 0.0082781 -0.31204 0.20981 0.49679 0.63719 -0.18284 -0.26122 -0.087088 0.39491 0.10867 -0.4284 -0.29363 -0.43847 -0.4265 0.1727 0.26501 0.98561 -0.11232 0.16804 -0.98971 -0.81362 0.45362 0.020582 -0.11473 2.6805 0.60197 0.38028 -1.6558 -0.10505 0.10452 0.31762 0.27013 -0.951 -0.36853 0.087494 -0.082116 -0.51899 -0.12968 0.24145 -0.35807 -0.075306 -0.0077025 0.061847 -0.0080112 
0.0 0.07 0.27 0.35 0.22 0.08 0.01 	0.42763 -0.15362 0.88776 1.4717 0.022799 0.7184 -0.70909 0.3334 -1.1047 0.26186 -0.057869 -0.59742 -1.2686 -0.13446 -0.66424 0.092661 0.023308 -0.085891 -0.31783 -0.43118 0.054119 -0.038523 -0.32227 0.48903 -0.91557 -1.7303 0.098466 -0.69525 -0.65125 0.3372 2.1459 0.72506 -0.32247 0.36932 0.062713 -0.87495 -1.3937 -0.084432 -0.92403 -0.68785 0.42519 0.30402 -0.65638 -0.14364 0.63513 0.079306 -1.0734 -0.033459 -0.024843 -0.82328 
0.0 0.06 0.28 0.39 0.19 0.06 0.01 	0.092086 0.2571 -0.58693 -0.37029 1.0828 -0.55466 -0.78142 0.58696 -0.58714 0.46318 -0.11267 0.2606 -0.26928 -0.072466 1.247 0.30571 0.56731 0.30509 -0.050312 -0.64443 -0.54513 0.86429 0.20914 0.56334 1.1228 -1.0516 -0.78105 0.29656 0.7261 -0.61392 2.4225 1.0142 -0.17753 0.4147 -0.12966 -0.47064 0.3807 0.16309 -0.323 -0.77899 -0.42473 -0.30826 -0.42242 0.055069 0.38267 0.037415 -0.4302 -0.39442 0.10511 0.87286 
0.0 0.06 0.31 0.38 0.19 0.05 0.0 	0.10806 0.48533 -0.49754 -0.44319 0.88154 -0.19393 -0.95289 0.24275 -1.1205 -0.77315 -0.27468 -0.23159 0.039218 0.02601 0.31597 -0.11081 -0.83281 -0.11418 0.39334 -0.31645 -0.23558 1.4286 0.64462 -0.26641 1.0603 -1.708 0.13238 0.77529 -0.83012 0.082186 2.0359 -0.15072 -0.11846 -0.59553 -0.16271 -0.75801 -0.050327 0.14092 -0.61702 0.68241 -0.023268 0.8171 -0.43227 -0.23032 0.4773 -0.30327 -0.71476 0.6998 -0.56136 0.073431 
0.01 0.05 0.17 0.31 0.29 0.15 0.03 	-0.93975 0.77242 -0.83969 -0.5801 0.22782 -0.20413 -0.43093 -0.19348 -0.11053 0.20346 0.6467 -0.56894 -0.24374 0.0092597 -0.061275 -0.71347 0.54478 1.0417 -0.26999 0.61681 -0.26387 0.67223 -0.094817 1.2003 -0.62867 -1.0504 -0.023396 -0.72682 -0.84219 0.20545 2.7109 1.2446 -0.37056 -1.2764 -0.44853 0.60618 -0.16881 -0.35525 -0.040057 -0.55194 -0.4728 -0.79568 -0.37657 -0.20775 0.72866 -0.08294 -0.52826 -0.37364 0.4335 -0.13457 
